pesos,cryptos,retorno,risco,sharpe,sortino,roy_safety_first,pesos_all
"[0.2, 0.15, 0.25, 0.05, 0.35]","['BTC-USD', 'XMR-USD', 'LTC-USD', 'DASH-USD', 'USDT-USD']",0.6633741540383613,0.5654700631479603,1.1200843250876629,1.229992337689243,0.9078714992981552,"[0.2, 0.0, 0.15, 0.25, 0.05, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.05, 0.35, 0.2, 0.1, 0.3]","['XRP-USD', 'BNB-USD', 'LINK-USD', 'FIL-USD', 'THETA-USD']",2.6221714227427637,1.1140205770873388,2.3268613489349743,3.842870122622958,2.2191434104443353,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.2, 0.0, 0.0, 0.1, 0.3]"
"[0.05, 0.35, 0.2, 0.1, 0.3]","['XRP-USD', 'BNB-USD', 'LINK-USD', 'FIL-USD', 'THETA-USD']",2.6221714227427637,1.1140205770873388,2.3268613489349743,3.842870122622958,2.2191434104443353,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35, 0.0, 0.2, 0.0, 0.0, 0.1, 0.3]"
"[0.05, 0.4, 0.2, 0.25, 0.1]","['USDT-USD', 'MKR-USD', 'BNB-USD', 'FIL-USD', 'THETA-USD']",3.4924838123946906,2.9047034901104416,1.1920265955486704,6.30476452012734,1.1507142893499274,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.25, 0.1]"
"[0.05, 0.4, 0.2, 0.25, 0.1]","['USDT-USD', 'MKR-USD', 'BNB-USD', 'FIL-USD', 'THETA-USD']",3.4924838123946906,2.9047034901104416,1.1920265955486704,6.30476452012734,1.1507142893499274,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.25, 0.1]"
