Date,Open,High,Low,Close,Adj Close,Volume,Ativo
2014-09-17,0.0029884499963372946,0.003128230106085539,0.0029279699083417654,0.0030720001086592674,0.0030720001086592674,118073,XLM-USD
2014-09-18,0.0030806800350546837,0.0037684200797230005,0.0030549298971891403,0.0034556600730866194,0.0034556600730866194,205474,XLM-USD
2014-09-19,0.0034604400862008333,0.004026350099593401,0.0031600899528712034,0.003872090019285679,0.003872090019285679,204649,XLM-USD
2014-09-20,0.003935589920729399,0.004304150119423866,0.0033087600022554398,0.003612180007621646,0.003612180007621646,186971,XLM-USD
2014-09-21,0.003610480111092329,0.003861580044031143,0.0032963899429887533,0.0034639800433069468,0.0034639800433069468,145626,XLM-USD
2014-09-22,0.003466390073299408,0.004080680198967457,0.0034468299709260464,0.004023400135338306,0.004023400135338306,178810,XLM-USD
2014-09-23,0.004006729926913977,0.004102369770407677,0.0037540800403803587,0.003964719828218222,0.003964719828218222,120447,XLM-USD
2014-09-24,0.0039661601185798645,0.004068450070917606,0.003425290109589696,0.0038896300829946995,0.0038896300829946995,163121,XLM-USD
2014-09-25,0.0038778199814260006,0.0039007801096886396,0.0034221799578517675,0.0034944498911499977,0.0034944498911499977,81902,XLM-USD
2014-09-26,0.003600070020183921,0.003600070020183921,0.00290216994471848,0.0030497999396175146,0.0030497999396175146,117908,XLM-USD
2014-09-27,0.00304423994384706,0.0033419299870729446,0.0029047499410808086,0.0032627000473439693,0.0032627000473439693,44491,XLM-USD
2014-09-28,0.0032623799052089453,0.0034604601096361876,0.003104839939624071,0.0031741498969495296,0.0031741498969495296,77804,XLM-USD
2014-09-29,0.0031696599908173084,0.0034265799913555384,0.003074120031669736,0.0032124400604516268,0.0032124400604516268,32857,XLM-USD
2014-09-30,0.0032269300427287817,0.0032677799463272095,0.0031311200000345707,0.003210959956049919,0.003210959956049919,21131,XLM-USD
2014-10-01,0.00322050997056067,0.003283069934695959,0.00279831001535058,0.0028803700115531683,0.0028803700115531683,70180,XLM-USD
2014-10-02,0.0028882098849862814,0.0030483200680464506,0.002738300012424588,0.0027730499859899282,0.0027730499859899282,30541,XLM-USD
2014-10-03,0.002742979908362031,0.00279492000117898,0.0025955101009458303,0.002601250074803829,0.002601250074803829,34169,XLM-USD
2014-10-04,0.002603770000860095,0.00266977003775537,0.002371069975197315,0.002371069975197315,0.002371069975197315,45969,XLM-USD
2014-10-05,0.0024406700395047665,0.0025115699972957373,0.002128989901393652,0.002387349959462881,0.002387349959462881,29395,XLM-USD
2014-10-06,0.002384349936619401,0.00272904010489583,0.0022884199861437082,0.0025742799043655396,0.0025742799043655396,34445,XLM-USD
2014-10-07,0.002577610081061721,0.002635289914906025,0.0023485200945287943,0.002446840051561594,0.002446840051561594,35419,XLM-USD
2014-10-08,0.002420279895886779,0.002485780045390129,0.0022964798845350742,0.002476569963619113,0.002476569963619113,28232,XLM-USD
2014-10-09,0.002475020010024309,0.0024945500772446394,0.0022726499009877443,0.002357759978622198,0.002357759978622198,11066,XLM-USD
2014-10-10,0.0023563900031149387,0.0024178700987249613,0.0021977201104164124,0.002308730036020279,0.002308730036020279,14306,XLM-USD
2014-10-11,0.002307809889316559,0.0024456901010125875,0.0022833601105958223,0.0023364198859781027,0.0023364198859781027,34908,XLM-USD
