,BTC-USD,DOGE-USD,XMR-USD,LTC-USD,DASH-USD,XLM-USD,XRP-USD,USDT-USD,ETH-USD,ETC-USD,NEO-USD,MKR-USD,MIOTA-USD,EOS-USD,BCH-USD,BNB-USD,TRX-USD,LINK-USD,ADA-USD,XTZ-USD,FIL-USD,THETA-USD
2014-10-08,0.04983235561959076,-0.010100989314514863,0.08332664862666062,0.012766225371837914,0.100426731042776,0.012259908266457176,0.004616936193174714,,,,,,,,,,,,,,,
2014-10-09,0.03424377642532228,-0.0034013864708791752,0.015923818044679017,-0.0018501143227279693,0.0244744081051127,-0.04804197606571037,0.007729277148138758,,,,,,,,,,,,,,,
2014-10-10,-0.009489705523839986,-0.075085302535422,0.03164678497530016,-0.023911354102067683,-0.0659888349718406,-0.020780381559881822,0.009742977940638609,,,,,,,,,,,,,,,
2014-10-11,0.002038376510340001,0.02583024046962712,-0.056039224530841314,-0.009121723230956613,-0.03240986219152686,0.011693463367581813,-0.02422499804738809,,,,,,,,,,,,,,,
2014-10-12,0.04485245473017008,0.043165483442280994,0.007727219080218228,0.02058762173129991,-0.012575229404264587,-0.03981164639562951,0.022091331528672375,,,,,,,,,,,,,,,
2014-10-13,0.031343339653187696,-0.01724141045582095,0.016948895564669053,0.002973722642652721,0.20117486501184367,0.02496654422036393,-0.015232625505196884,,,,,,,,,,,,,,,
2014-10-14,0.026781810112118443,0.0,-0.02623658757769709,0.055448567027004625,-0.19696454198034985,0.02305347407824021,0.018394593812752325,,,,,,,,,,,,,,,
2014-10-15,-0.015209381938148914,-0.059649069060562554,-0.07786075878023913,-0.004781813525650991,0.002758942460108438,-0.07568025502085085,-0.009236380458288673,,,,,,,,,,,,,,,
2014-10-16,-0.030946924386217045,-0.03731349929006389,0.008727219132469655,-0.016154595859446008,0.0517235893414576,-0.0432382779571413,0.0058006518292994524,,,,,,,,,,,,,,,
2014-10-17,0.0031420128043384565,-0.031007651375070888,-0.02627425860366117,0.000596331705717823,0.04560291756600132,-0.028365376650569152,0.010092716951898062,,,,,,,,,,,,,,,
2014-10-18,0.020023010768524196,0.0279999790452794,-0.007570883401817885,0.015648826066386734,0.008807230961801027,0.01880260074475637,0.012438777506192045,,,,,,,,,,,,,,,
2014-10-19,-0.004843619645193642,-0.05058370165146964,0.02961804534070378,-0.016475311105872747,-0.012422124012988922,-0.017484235025272743,-0.003222488749096364,,,,,,,,,,,,,,,
2014-10-20,-0.01720204787552615,-0.04918028582819722,-0.044288470755103115,-0.019832313130725643,-0.07058433702104516,0.0,0.025055568378202775,,,,,,,,,,,,,,,
2014-10-21,0.009481656731152865,-0.008620692358906723,0.007774679969507536,0.007718999725349285,-0.014112964170811981,0.023232768835083295,0.023654637772347442,,,,,,,,,,,,,,,
2014-10-22,-0.00858274545359361,0.11304345075248445,-0.011554781612119647,-0.02454059156702315,-0.0033909033574167635,-0.01739132488743189,-0.0011554102567137292,,,,,,,,,,,,,,,
2014-10-23,-0.06457126822962156,-0.0429687362331056,-0.08579133539281825,-0.026974044500600813,0.017606662736637135,-0.0589969875101336,-0.008675555916258348,,,,,,,,,,,,,,,
2014-10-24,-0.0002008581299606238,0.024489744523020995,-0.11939854054370846,0.002107141693627801,-0.03280873939493445,0.02298849805688641,-0.011668609638823657,,,,,,,,,,,,,,,
2014-10-25,-0.03090319409850706,-0.019920239268259254,-0.029331252449289247,-0.021342029789518935,-0.05778161341548571,-0.03370788387388701,-0.07142861069836925,,,,,,,,,,,,,,,
2014-10-26,0.02140407347467921,0.012195095980915172,-0.06136780284725407,0.016258787400489583,0.004059834330031764,0.025898533093081877,-0.03623642252917414,,,,,,,,,,,,,,,
2014-10-27,-0.004835006905739236,0.008032072654557965,0.04094030865916376,0.021498854405119117,-0.007360164303370276,0.00772797415808868,0.07541777433572916,,,,,,,,,,,,,,,
2014-10-28,0.013113716357861849,0.019920355219658292,-0.046447903586449235,0.01018040184817881,-0.008047499702974248,-0.15388546255928037,-0.009405100833135838,,,,,,,,,,,,,,,
2014-10-29,-0.061593676352636795,-0.054687518651757916,-0.08153278840354916,-0.03097190623588353,-0.15074246511072853,0.024773391073479756,-0.014241450718038728,,,,,,,,,,,,,,,
2014-10-30,0.02894591678226255,-0.016528931583153605,-0.030006635919986313,0.015806526129383158,0.10920830248059366,0.022995320941463948,0.023869333259998626,,,,,,,,,,,,,,,
2014-10-31,-0.020225535163465924,-0.00840330328503458,-0.011148595787108917,-0.008415554887169607,0.0016395871506480475,-0.031123953998316578,-0.004703464700921534,,,,,,,,,,,,,,,
2014-11-01,-0.037160037210550945,-0.033898315535772494,-0.03521968449740209,-0.04885720079690492,-0.06812596016886385,-0.0791195511257764,-0.04027123358524132,,,,,,,,,,,,,,,
2014-11-02,0.00043900479879277476,-0.030701796095607525,-0.01081880180655903,0.004063730707645652,-0.004418515397694112,0.02325576498364379,-0.0014985700180699668,,,,,,,,,,,,,,,
2014-11-03,0.005099810100901436,-0.022624409659643963,-0.0054720613320146105,-0.001963689696328319,-0.01892678399730785,0.0688131428198353,0.03130354006404912,,,,,,,,,,,,,,,
2014-11-04,0.008969571209719529,-0.023148122260517434,-0.04977756449802184,0.0038288929560483798,0.013430088291472408,0.005906719625877965,-0.0010394605841584914,,,,,,,,,,,,,,,
2014-11-05,0.02721393533736638,0.033175331263000096,0.044458455792039775,0.014781081336372237,0.06090636923429038,0.03053430939912527,0.011654518285770132,,,,,,,,,,,,,,,
2014-11-06,0.02887900040604885,0.03669725995454498,0.04182116252300627,0.0012922230023020287,0.135674353023421,0.005128244247949221,0.0032915288730128722,,,,,,,,,,,,,,,
2014-11-07,-0.019682784596788183,-0.026548681113963357,0.03422033683507619,-0.025260586995905943,0.07150364177202562,-0.04308389723373618,0.0,,,,,,,,,,,,,,,
2014-11-08,0.008974484091493373,-0.009090912097181825,0.04475462280678166,-0.00031198286996236835,0.2829120956005351,0.02725118467067822,0.006151273746383135,,,,,,,,,,,,,,,
2014-11-09,0.0514518612438124,0.0045871241179995526,0.12035217150457522,0.021145765537170957,0.09388419295292239,0.01326409553521568,0.0038720016944806535,,,,,,,,,,,,,,,
2014-11-10,0.010075326995947043,0.004566244938009056,0.019862154829340284,0.017670612647636252,-0.15317237852510412,0.023904365839591657,-0.00507510324711502,,,,,,,,,,,,,,,
2014-11-11,0.0021012418652148757,0.013636335073954786,-0.024115877674918296,-0.005341472031139993,-0.042106724520097116,-0.025569762093395232,-0.0004080831049156908,,,,,,,,,,,,,,,
2014-11-12,0.1519356972535464,0.08968613084333343,0.020008242228536588,0.10683677308046535,0.08785749694046019,0.060467766469432194,0.04041643561034025,,,,,,,,,,,,,,,
2014-11-13,-0.00667204784236497,0.028806623792187347,-0.03794790470126419,0.0071399991608549485,-0.023613339213989448,-0.03550291670802286,-0.012164019483772548,,,,,,,,,,,,,,,
2014-11-14,-0.05446894835320326,-0.044000041909321164,-0.02172367769617256,-0.026427267107748564,-0.06392790457928554,-0.04461797303205428,0.032174837087900476,,,,,,,,,,,,,,,
2014-11-15,-0.054509846038187315,-0.05857742547394995,-0.06975954999607814,-0.03384996657130612,0.0311458564132141,-0.05195562109302676,-0.027900788792731945,,,,,,,,,,,,,,,
2014-11-16,0.03123627295980569,0.0,0.020878290110990072,0.00760183325341357,0.10058451205970642,0.008004915249795408,0.025534498893775348,,,,,,,,,,,,,,,
2014-11-17,-0.0012220186486088247,-0.004444413687900828,-0.10656641782944098,-0.001593885491086966,-0.1476288459416688,-0.017715325497473566,0.03068906454573672,,,,,,,,,,,,,,,
2014-11-18,-0.031517139000605376,-0.04464287164392522,0.024441696955859626,-0.027667743824970725,0.011282558957439015,-0.15609455559285312,0.01722842072024955,,,,,,,,,,,,,,,
2014-11-19,0.014277780416720232,0.014018662355550715,-0.06688666955798539,0.009893508567559106,0.0066143423122426714,0.1407517032711776,0.048600911554272264,,,,,,,,,,,,,,,
2014-11-20,-0.059689129758029535,-0.03225804288406353,-0.06052206138413829,-0.05145424334730031,-0.046694969567790956,0.02648576367731237,0.06355336346668472,,,,,,,,,,,,,,,
2014-11-21,-0.019539471456759827,-0.004761871764469183,0.013936476687360422,-0.031737122786142824,-0.020726741370525215,-0.016362470278874608,0.08765270430986138,,,,,,,,,,,,,,,
2014-11-22,0.005905752724699953,0.02392341765845174,0.004392580901530163,0.007538050752335712,0.019109305995725467,0.15738963931955685,0.16299890386910842,,,,,,,,,,,,,,,
2014-11-23,0.04151927933138033,0.1728971530472747,-0.014830921675410336,0.02017154304082447,0.020600516007128755,0.19679375864587523,0.122145393881822,,,,,,,,,,,,,,,
2014-11-24,0.02537728010287066,-0.01195216675147448,0.009191543083519882,0.009512107419029858,0.00785539970486826,-0.0960738837786782,-0.004302885724479011,,,,,,,,,,,,,,,
2014-11-25,-0.004120469378375846,-0.02016126808199592,0.11985371338589101,-0.016824885234100306,0.01996276895441107,-0.030148177609438664,0.13758469820175656,,,,,,,,,,,,,,,
2014-11-26,-0.01859073972939984,-0.045267474679081876,-0.05496496317544963,-0.001973377316853764,-0.0028507914860141925,0.1222338787474877,0.1297741638295944,,,,,,,,,,,,,,,
2014-11-27,0.0035291102092429583,0.04741377661127233,-0.009242230909181637,-0.00016292063053302552,-0.01684096467326912,0.608450768887675,0.2908942567171582,,,,,,,,,,,,,,,
2014-11-28,0.018332505458648285,0.008230455385833668,0.012951507536533402,0.012354316147931588,0.022321594775293274,-0.16491538515800297,0.06758182575017102,,,,,,,,,,,,,,,
2014-11-29,-0.0025395173166042895,-0.008163267972979393,0.001682195586608648,-0.0048780458760584455,-0.0007405749498065051,-0.11883949911379665,-0.0780085971543204,,,,,,,,,,,,,,,
2014-11-30,0.0068070866522502715,-0.00411525763509768,0.00325422165879119,-0.002841387110141147,0.004362510540332432,-0.12336375524319132,-0.19818334146181515,,,,,,,,,,,,,,,
2014-12-01,0.0031689130085912343,0.0,-0.16395321458584822,0.0002936154833230731,-0.006859154966182168,0.14977373286929052,0.12023904859059353,,,,,,,,,,,,,,,
2014-12-02,0.005458232411423625,-0.008264465791783415,0.1115047767250208,0.015084633281330362,0.025992354799004636,-0.05194808050792643,0.04769485249078853,,,,,,,,,,,,,,,
2014-12-03,-0.01653486654186953,-0.012499974230780642,-0.03762363033998595,-0.005254585097758446,-0.0002551594246090749,-0.014943977601858727,-0.0021279991676267374,,,,,,,,,,,,,,,
2014-12-04,-0.014415630832770754,-0.029535844253036347,-0.10067260529685484,-0.005368216708878104,-0.0428318993592991,0.0008428214522546718,0.0162223910377417,,,,,,,,,,,,,,,
2014-12-05,0.019615588368569137,0.013043450752310726,-0.060409463661598384,0.0071257534385120724,0.020407144376584307,-0.007999963139219024,0.03312599196883803,,,,,,,,,,,,,,,
2014-12-06,-0.005490190425720742,-0.012875509675941532,0.034530747514064375,-0.0010253719090004276,-0.009131481947161402,0.0216468261556253,0.04504898851341421,,,,,,,,,,,,,,,
2014-12-07,0.0008271343718790902,-0.004347859097001194,0.060520202506655796,0.02673657073337643,0.007429510146110152,-0.032405441446698546,0.02693323291306582,,,,,,,,,,,,,,,
2014-12-08,-0.035153773299456126,-0.034934510026275456,-0.047203731604797405,-0.015617767566744156,-0.030271223617701737,0.004293720900529374,-0.0928079223732513,,,,,,,,,,,,,,,
2014-12-09,-0.026774693453109455,-0.04977374075872887,-0.13100654297202152,-0.03614092122951995,-0.016842208830810668,-0.038478074053673206,0.12271814345587795,,,,,,,,,,,,,,,
2014-12-10,-0.016620352688625162,-0.004761871764469183,0.0001308796897439013,-0.006051923991138963,-0.008846481216613356,0.08270343617256648,0.05568095020118813,,,,,,,,,,,,,,,
2014-12-11,0.011955659045429279,-0.014354106296409319,0.022658267599943827,-0.005365926865105619,0.024922471410250724,0.061601635838524516,0.029358058999022774,,,,,,,,,,,,,,,
2014-12-12,0.0058086884536090455,0.0,-0.05710334530497929,0.0016173188313881592,-0.008551491164453306,-0.023210829282434786,0.0,,,,,,,,,,,,,,,
2014-12-13,-0.014653531272593279,-0.019417482586242985,0.0006068606584950231,-0.0030516286498615264,-0.017250499825749,0.011089193780751128,0.03774285257960597,,,,,,,,,,,,,,,
2014-12-14,0.012251800235389965,-0.029702980995853667,0.020068555621736817,0.0012686823193956975,0.0011272107873510073,-0.030552340289861535,0.00794485202593842,,,,,,,,,,,,,,,
2014-12-15,-0.017879452125651896,-0.04081626743823219,-0.0015880076398435694,-0.008533317587090083,-0.049213737148189884,0.040000022577512784,0.06510187941517764,,,,,,,,,,,,,,,
2014-12-16,-0.05294123105105797,-0.07978729744785351,-0.11762950043707565,-0.12620913081868945,-0.07116573387788028,0.2626262681083946,0.1807368261657416,,,,,,,,,,,,,,,
2014-12-17,-0.02227715381526163,0.03468209405257827,0.001367429387999719,-0.02488345578610185,-0.01888770127145034,0.2627692202766947,0.21013038861475186,,,,,,,,,,,,,,,
2014-12-18,-0.026205859280311383,-0.011173188444636772,-0.06483821234164366,-0.04579914172778976,-0.06762449353773015,0.49756339103532654,0.07193555026104903,,,,,,,,,,,,,,,
2014-12-19,0.020703512722289208,0.09604519216598995,0.010986664345653097,0.02264788360874226,0.048092846572406645,-0.002603338956475798,-0.1647101003435083,,,,,,,,,,,,,,,
2014-12-20,0.03811003257872536,0.06185569330189278,0.06015147930802445,0.018984919294793512,0.04735318584189385,-0.051712938432817546,0.037235425248249854,,,,,,,,,,,,,,,
2014-12-21,-0.027618854535489068,-0.06310678308575013,0.013880927810316468,-0.02503436730038544,-0.03701930645810492,0.009977632556457339,0.0294956138157223,,,,,,,,,,,,,,,
2014-12-22,0.034418702333968154,0.010362697816663546,0.002888295684503106,0.012419406725093785,-0.0013552223120978368,0.006131881373205417,0.025721260209758068,,,,,,,,,,,,,,,
2014-12-23,0.00809315472578076,0.0,0.10526127454560608,-0.0013272602399181377,0.008005956654607127,-0.014728282265629833,-0.0658789955385991,,,,,,,,,,,,,,,
2014-12-24,-0.0359802814036525,-0.025640996938921967,0.11617637387047641,-0.04983414704525613,0.0006653651418933038,-0.1235395378031875,-0.020772260551270016,,,,,,,,,,,,,,,
2014-12-25,-0.01093218393697526,-0.026315835830538536,0.06361565949795378,-0.014201993308043281,-0.06295130205777433,0.137031949239369,0.03233253002680492,,,,,,,,,,,,,,,
2014-12-26,0.027949191706237997,0.027027075923521382,-0.0413923230400034,0.03046541546189241,0.12446026397660326,0.07120691779994459,0.04847129290168528,,,,,,,,,,,,,,,
2014-12-27,-0.036779876512901266,-0.03157895704275304,0.1772493315092325,-0.023273601763842744,-0.04049849436179043,-0.03186868007023269,-0.04875930742984558,,,,,,,,,,,,,,,
2014-12-28,0.004356341361166027,0.0,0.10439045369399036,0.005922138797095133,0.0022298148652200034,-0.03574397500866433,-0.012876964369583521,,,,,,,,,,,,,,,
2014-12-29,-0.014402390775512863,-0.010869568656090456,-0.13491181266531094,-0.01398448827687837,-0.019398567112472787,-0.031034478605866944,0.01965159662021576,,,,,,,,,,,,,,,
2014-12-30,-0.006182281104684106,-0.016483561733298346,0.002556418943563399,0.003410277049400001,-0.010095041741823407,-0.024199307009839854,-0.001279353034639219,,,,,,,,,,,,,,,
2014-12-31,0.030430858466170996,0.04469275378022264,-0.11120839120320636,0.005517729671011828,0.04157357195295641,0.0058352014129496865,0.009834689472422609,,,,,,,,,,,,,,,
2015-01-01,-0.01856380486469611,-0.021390381821805193,0.07155019047610556,-0.007311720543432987,-0.014653417039283245,-0.004169677650284087,-0.0019640929749421554,,,,,,,,,,,,,,,
2015-01-02,0.0024917184690256278,0.016393488248061416,-0.014219769863821452,-0.011741124791928681,-0.0013688030438784304,-0.002184615155070846,-0.0029520518956279718,,,,,,,,,,,,,,,
2015-01-03,-0.10776686435849991,-0.10215053048372946,0.004432275800704932,-0.2002729063895866,-0.11251787521990819,-0.14760077815815853,-0.0909614681853288,,,,,,,,,,,,,,,
2015-01-04,-0.0600785299812876,-0.05389227557367593,-0.09527466878285484,-0.08273174323542243,-0.05487976944282735,-0.05479453693215108,-0.14376181531821264,,,,,,,,,,,,,,,
2015-01-05,0.03890683553533014,0.018987394817743253,0.010013535665944095,0.06413923582210179,0.027780007340958868,0.12024458183700948,0.07333043164300057,,,,,,,,,,,,,,,
2015-01-06,0.04268162514326268,0.04347822943151569,0.0953864998048124,0.014379107269465896,0.025863558550614618,0.005053559047112355,0.020476536822129132,,,,,,,,,,,,,,,
2015-01-07,0.028470732229305185,0.029761871764246495,0.0043283542388845575,0.002869213725041453,0.0008098796988302848,0.06275141564492825,0.0053539816330197,,,,,,,,,,,,,,,
2015-01-08,-0.03733137995621494,-0.02890170298620276,-0.07426985093278704,-0.05198332652543691,-0.0013971958919720695,0.053557831886774876,-0.008012243074173364,,,,,,,,,,,,,,,
2015-01-09,0.024912706601556422,0.01785719235366745,0.006118720567015901,-0.012305318068743687,-0.004226780852344958,0.009879681717511746,-0.004836517213929414,,,,,,,,,,,,,,,
2015-01-10,-0.05375884988044988,-0.0526316371730664,-0.029145334439196313,-0.16640452997211763,-0.0288638049792328,-0.07861972758896452,-0.06527025011007836,,,,,,,,,,,,,,,
2015-01-11,-0.03324643248414827,-0.012345683448407363,-0.09653259095777178,0.04308909916199766,-0.0129980181613919,-0.022779917052968446,-0.024333121110771794,,,,,,,,,,,,,,,
2015-01-12,0.00804030075540374,-0.02500000909468758,-0.03810452608981851,-0.005989980546992957,0.014629053220473587,-0.03141051952971219,-0.017639293642102483,,,,,,,,,,,,,,,
2015-01-13,-0.1565930750498652,-0.12820508276030418,-0.15052040113818121,-0.1009840540367064,-0.18828975856228047,-0.17336324278817938,-0.15113374407048397,,,,,,,,,,,,,,,
2015-01-14,-0.21144862196566883,-0.1544117607721509,-0.27774745984165483,-0.24924086383414656,-0.19673820249434693,0.06538364895777637,-0.09042691093728206,,,,,,,,,,,,,,,
2015-01-15,0.17821708719158869,0.21739130984922483,0.1708647029690793,0.10869403277639966,0.1901354363295158,0.1609542454874182,0.15534320903026688,,,,,,,,,,,,,,,
2015-01-16,-0.00832520380537527,0.014285718740591813,0.06394379653516724,0.09315771205377366,-0.010395715642293024,-0.11071219699970891,-0.0024932305805067667,,,,,,,,,,,,,,,
2015-01-17,-0.042465800131912146,-0.049295841042216626,-0.10914747819750792,-0.07763128286072374,-0.044833759294418574,0.0356662288600893,-0.0635250197188465,,,,,,,,,,,,,,,
2015-01-18,0.055600774441382006,0.037037104905791374,0.04272809292199464,0.030864221994857388,0.07578728948246893,0.026424084401202697,0.01699110475071719,,,,,,,,,,,,,,,
2015-01-19,0.021498570488300173,0.0,-0.017300961913480184,0.006337449729690858,0.04189200397840276,0.018991394748410384,0.023620550739405166,,,,,,,,,,,,,,,
2015-01-20,-0.016503647079460393,0.007142807399225903,-0.07065044386151109,-0.013586401728693964,0.04618284275137885,-0.017809108581245514,0.007566711779696256,,,,,,,,,,,,,,,
2015-01-21,0.07373826066486888,0.08510641372047734,0.10602266862898757,0.037595847944589034,0.11685201971521897,0.06557027307898533,0.033577439427038724,,,,,,,,,,,,,,,
2015-01-22,0.028687036825075785,0.013071899776491813,0.04659587377187213,0.033087998177802946,0.020317381435809745,-0.027700766452335324,0.021437588970023347,,,,,,,,,,,,,,,
2015-01-23,-0.0022579027249115535,0.006451568081653036,0.03546999730032874,0.005074891579417429,-0.022437207179970775,-0.006715510244513334,-0.016225709234184094,,,,,,,,,,,,,,,
2015-01-24,0.06427373211222287,0.06410258802053814,0.053782405070818884,0.29303263339033725,0.09105473821286214,0.032165545301670706,0.00011954588591422954,,,,,,,,,,,,,,,
2015-01-25,0.02368800991891784,0.0,0.03974279041456108,0.2193839560119133,0.04017873876189415,-0.04922588666277827,-0.00944077020194889,,,,,,,,,,,,,,,
2015-01-26,0.07786199419605744,-0.01807225166228721,0.022083788727037756,-0.0743896058283442,0.04017137795672854,-0.016910309264215218,-0.03371940505914406,,,,,,,,,,,,,,,
2015-01-27,-0.03655931713327831,-0.03067490084873592,0.010385481398714091,0.002417123748762018,-0.030151863967324943,0.0227224721878736,-0.011111802314727526,,,,,,,,,,,,,,,
2015-01-28,-0.11219285371519871,-0.08860753547878364,-0.09174364668883794,-0.10261354334697126,-0.09705458844248827,0.016403634749444507,-0.05498389572103368,,,,,,,,,,,,,,,
2015-01-29,-0.001718542245643162,0.020833289121442666,0.06506316551161517,0.023317075109073437,-0.0016836032892465491,-0.06925425316678557,-0.017635280515045704,,,,,,,,,,,,,,,
2015-01-30,-0.03035375941254781,-0.034013567730570404,-0.05128250251373012,-0.009417102447727421,-0.0014489747514787599,-0.020632187291497406,-0.01788385091315281,,,,,,,,,,,,,,,
2015-01-31,-0.03957601154633905,-0.021126818297870553,-0.0328381213644533,-0.012715854547364347,-0.01714451676290496,-0.028686697407413808,-0.010039429192044036,,,,,,,,,,,,,,,
2015-02-01,0.043722158187070814,0.03597128854747855,0.05482779216442779,-0.03735256241435081,0.1684252202345422,-0.044300892406440306,-0.01112043939039542,,,,,,,,,,,,,,,
2015-02-02,0.04959644263664864,0.04861107532016917,0.004293981014598769,0.04028793136793607,0.025924331503047293,0.009174382062831832,-0.03317066750909259,,,,,,,,,,,,,,,
2015-02-03,-0.046010344481269616,-0.02649007515989199,-0.041521451712919766,-0.029005741892560666,-0.0751607859365373,-0.10287086856521843,-0.04718364856477908,,,,,,,,,,,,,,,
2015-02-04,-0.0018260755368719739,0.0,0.002604480350278049,-0.016143731157200247,0.021990299833221094,0.004000030547381073,0.036314788323065894,,,,,,,,,,,,,,,
2015-02-05,-0.04294412915336587,-0.034013567730570404,-0.059460517887508946,-0.028521238188314313,-0.030019959699434273,0.06268258498535362,0.07171432283471568,,,,,,,,,,,,,,,
2015-02-06,0.023743680503459652,0.0140845113725252,-0.005512826996072473,0.010440902458741741,0.013140461756496524,-0.0439889889319105,0.049702792467706924,,,,,,,,,,,,,,,
2015-02-07,0.024691096133746093,0.006944396021731913,0.018207160979224035,0.012680397541811939,0.03831972079960089,0.0,-0.04003950991029037,,,,,,,,,,,,,,,
2015-02-08,-0.01906440844572399,-0.027586216586011902,-0.03869398674135949,0.0010495009718556325,-0.014101157622443572,-0.024052287979532516,-0.010358783115315906,,,,,,,,,,,,,,,
2015-02-09,-0.01477987715627227,-0.007092149541008008,-0.05016706838418472,-0.02922194647622489,0.18334056954195455,-0.0251808242105096,-0.029945964441115303,,,,,,,,,,,,,,,
2015-02-10,-0.0012311848303054873,0.007142807399225903,-0.027882214192476606,0.018313934895246575,0.14647676107667174,-0.02308324843982712,-0.0246534277416115,,,,,,,,,,,,,,,
2015-02-11,-0.0029749359511791473,-0.02127655182799071,-0.05402929120429689,-0.020270203573533818,0.2943816998587614,-0.011251778076184937,0.009304696625203723,,,,,,,,,,,,,,,
2015-02-12,0.011766361924821833,0.028985516416256907,0.06584963046894976,0.017436214949094975,-0.1285916169956659,-0.026173542622564328,0.019091166787798652,,,,,,,,,,,,,,,
2015-02-13,0.061610513511999976,0.007042204447179845,0.036070278795649946,0.03648235878064621,0.0380557649790465,0.046450495804109204,0.03753829126350139,,,,,,,,,,,,,,,
2015-02-14,0.09299703207166998,0.055944075868815446,0.09654543209873667,0.06368301405653787,-0.013067579325075074,0.03545506267870291,0.026774725492889395,,,,,,,,,,,,,,,
2015-02-15,-0.08742394206758974,-0.06622518790006127,-0.10324551923789438,-0.04938355000534633,-0.04115230731373354,-0.11431651683857735,-0.08317732933230759,,,,,,,,,,,,,,,
2015-02-16,-0.00418181472018786,0.02127665503295728,-0.0013565048033095106,-0.024820836592928552,-0.0026032009435991155,0.004870590109795181,0.0027712823371697226,,,,,,,,,,,,,,,
2015-02-17,0.04176733190278581,0.013888893099016197,0.008731673677038865,0.03164314143430613,-0.044355466523783305,0.017570425979913207,0.020436400827696932,,,,,,,,,,,,,,,
